Date,Crypto_name,Close,Predicted_Close
2023-02-27 00:00:00+00:00,BTC,23522.87109375,23546.4170703125
2023-02-28 00:00:00+00:00,BTC,23147.353515625,23172.0556640625
2023-03-01 00:00:00+00:00,BTC,23646.55078125,23630.63291015625
2023-03-02 00:00:00+00:00,BTC,23475.466796875,23744.823046875
2023-03-03 00:00:00+00:00,BTC,22362.6796875,22770.9553515625
2023-03-04 00:00:00+00:00,BTC,22353.349609375,22370.36875
2023-03-05 00:00:00+00:00,BTC,22435.513671875,22399.126171875
2023-03-06 00:00:00+00:00,BTC,22429.7578125,22398.7919140625
2023-03-07 00:00:00+00:00,BTC,22219.76953125,22302.1973046875
2023-03-08 00:00:00+00:00,BTC,21718.080078125,22728.63876953125
2023-03-09 00:00:00+00:00,BTC,20363.021484375,20840.836328125
2023-03-10 00:00:00+00:00,BTC,20187.244140625,20563.0080078125
2023-03-11 00:00:00+00:00,BTC,20632.41015625,20654.6240625
2023-03-12 00:00:00+00:00,BTC,22163.94921875,21811.23482421875
2023-03-13 00:00:00+00:00,BTC,24197.533203125,23522.59041015625
2023-03-14 00:00:00+00:00,BTC,24746.07421875,24400.08849609375
2023-03-15 00:00:00+00:00,BTC,24375.9609375,24389.66240234375
2023-03-16 00:00:00+00:00,BTC,25052.7890625,24861.61404296875
2023-03-17 00:00:00+00:00,BTC,27423.9296875,26600.42255859375
2023-03-18 00:00:00+00:00,BTC,26965.87890625,27247.75349609375
2023-03-19 00:00:00+00:00,BTC,28038.67578125,27872.6808203125
2023-03-20 00:00:00+00:00,BTC,27767.236328125,27927.275
2023-03-21 00:00:00+00:00,BTC,28175.81640625,28042.50970703125
2023-03-22 00:00:00+00:00,BTC,27307.4375,27579.17521484375
2023-03-23 00:00:00+00:00,BTC,28333.97265625,27717.15529296875
2023-03-24 00:00:00+00:00,BTC,27493.28515625,28191.9665625
2023-03-25 00:00:00+00:00,BTC,27494.70703125,27724.59322265625
2023-03-26 00:00:00+00:00,BTC,27994.330078125,27914.44998046875
2023-03-27 00:00:00+00:00,BTC,27139.888671875,27357.27130859375
2023-03-28 00:00:00+00:00,BTC,27268.130859375,27082.75228515625
2023-03-29 00:00:00+00:00,BTC,28348.44140625,28072.15671875
2023-03-30 00:00:00+00:00,BTC,28033.5625,28125.01173828125
2023-03-31 00:00:00+00:00,BTC,28478.484375,28200.35974609375
2023-04-01 00:00:00+00:00,BTC,28411.03515625,28219.65060546875
2023-04-02 00:00:00+00:00,BTC,28199.30859375,28359.95380859375
2023-04-03 00:00:00+00:00,BTC,27790.220703125,27826.15509765625
2023-04-04 00:00:00+00:00,BTC,28168.08984375,27967.76103515625
2023-04-05 00:00:00+00:00,BTC,28177.984375,28032.488984375
2023-04-06 00:00:00+00:00,BTC,28044.140625,27888.59052734375
2023-04-07 00:00:00+00:00,BTC,27925.859375,27943.39287109375
2023-04-08 00:00:00+00:00,BTC,27947.794921875,27898.96462890625
2023-04-09 00:00:00+00:00,BTC,28333.05078125,28154.5284375
2023-04-10 00:00:00+00:00,BTC,29652.98046875,29120.635546875
2023-04-11 00:00:00+00:00,BTC,30235.05859375,29888.4150390625
2023-04-12 00:00:00+00:00,BTC,30139.052734375,30195.92630859375
2023-04-13 00:00:00+00:00,BTC,30399.06640625,30252.76080078125
2023-04-14 00:00:00+00:00,BTC,30485.69921875,30210.8909375
2023-04-15 00:00:00+00:00,BTC,30318.49609375,30324.06361328125
2023-04-16 00:00:00+00:00,BTC,30315.35546875,30158.480625
2023-04-17 00:00:00+00:00,BTC,29445.044921875,29843.95576171875
2023-04-18 00:00:00+00:00,BTC,30397.552734375,30056.07033203125
2023-04-19 00:00:00+00:00,BTC,28822.6796875,29562.3133203125
2023-04-20 00:00:00+00:00,BTC,28245.98828125,28700.65103515625
2023-04-21 00:00:00+00:00,BTC,27276.91015625,27552.40671875
2023-04-22 00:00:00+00:00,BTC,27817.5,27861.27845703125
2023-04-23 00:00:00+00:00,BTC,27591.384765625,27619.51966796875
2023-04-24 00:00:00+00:00,BTC,27525.33984375,27455.0209375
2023-04-25 00:00:00+00:00,BTC,28307.59765625,28018.28302734375
2023-04-26 00:00:00+00:00,BTC,28422.701171875,28759.8749609375
2023-04-27 00:00:00+00:00,BTC,29473.787109375,29086.4065625
2023-04-28 00:00:00+00:00,BTC,29340.26171875,29591.88357421875
2023-04-29 00:00:00+00:00,BTC,29248.48828125,29246.15609375
2023-04-30 00:00:00+00:00,BTC,29268.806640625,29296.15154296875
2023-05-01 00:00:00+00:00,BTC,28091.568359375,28642.4887890625
2023-05-02 00:00:00+00:00,BTC,28680.537109375,28347.30669921875
2023-05-03 00:00:00+00:00,BTC,29006.30859375,28508.93470703125
2023-05-04 00:00:00+00:00,BTC,28847.7109375,28976.303515625
2023-05-05 00:00:00+00:00,BTC,29534.384765625,29177.357734375
2023-05-06 00:00:00+00:00,BTC,28904.623046875,29155.9883203125
2023-05-07 00:00:00+00:00,BTC,28454.978515625,28734.01556640625
2023-05-08 00:00:00+00:00,BTC,27694.2734375,27967.22580078125
2023-05-09 00:00:00+00:00,BTC,27658.775390625,27537.4146875
2023-05-10 00:00:00+00:00,BTC,27621.755859375,27549.22623046875
2023-05-11 00:00:00+00:00,BTC,27000.7890625,27210.236953125
2023-05-12 00:00:00+00:00,BTC,26804.990234375,27011.3952734375
2023-05-13 00:00:00+00:00,BTC,26784.078125,26932.003828125
2023-05-14 00:00:00+00:00,BTC,26930.638671875,26893.3273046875
2023-05-15 00:00:00+00:00,BTC,27192.693359375,27230.05728515625
2023-05-16 00:00:00+00:00,BTC,27036.650390625,27047.68443359375
2023-05-17 00:00:00+00:00,BTC,27398.802734375,27229.09171875
2023-05-18 00:00:00+00:00,BTC,26832.208984375,27012.76796875
2023-05-19 00:00:00+00:00,BTC,26890.12890625,27139.63765625
2023-05-20 00:00:00+00:00,BTC,27129.5859375,27014.66447265625
2023-05-21 00:00:00+00:00,BTC,26753.826171875,26720.8275
2023-05-22 00:00:00+00:00,BTC,26851.27734375,26969.15296875
2023-05-23 00:00:00+00:00,BTC,27225.7265625,27423.41833984375
2023-05-24 00:00:00+00:00,BTC,26334.818359375,26506.35845703125
2023-05-25 00:00:00+00:00,BTC,26476.20703125,26567.777890625
2023-05-26 00:00:00+00:00,BTC,26719.291015625,26514.90162109375
2023-05-27 00:00:00+00:00,BTC,26868.353515625,26897.090390625
2023-05-28 00:00:00+00:00,BTC,28085.646484375,27505.59068359375
2023-05-29 00:00:00+00:00,BTC,27745.884765625,27973.44576171875
2023-05-30 00:00:00+00:00,BTC,27702.349609375,27650.93896484375
2023-05-31 00:00:00+00:00,BTC,27219.658203125,27389.1094140625
2023-06-01 00:00:00+00:00,BTC,26819.97265625,26713.5278125
2023-06-02 00:00:00+00:00,BTC,27249.58984375,27112.03107421875
2023-06-03 00:00:00+00:00,BTC,27075.12890625,26982.5674609375
2023-06-04 00:00:00+00:00,BTC,27119.06640625,27068.53240234375
2023-06-05 00:00:00+00:00,BTC,25760.09765625,26158.7328125
2023-06-06 00:00:00+00:00,BTC,27238.783203125,26838.90345703125
2023-06-07 00:00:00+00:00,BTC,26345.998046875,26567.39228515625
2023-06-08 00:00:00+00:00,BTC,26508.216796875,26642.882109375
2023-06-09 00:00:00+00:00,BTC,26480.375,26476.15349609375
2023-06-10 00:00:00+00:00,BTC,25851.240234375,26219.76435546875
2023-06-11 00:00:00+00:00,BTC,25940.16796875,25911.85091796875
2023-06-12 00:00:00+00:00,BTC,25902.5,25801.461796875
2023-06-13 00:00:00+00:00,BTC,25918.728515625,25896.95259765625
2023-06-14 00:00:00+00:00,BTC,25124.67578125,25376.311875
2023-06-15 00:00:00+00:00,BTC,25576.39453125,25699.78041015625
2023-06-16 00:00:00+00:00,BTC,26327.462890625,26334.745703125
2023-06-17 00:00:00+00:00,BTC,26510.67578125,26521.70529296875
2023-06-18 00:00:00+00:00,BTC,26336.212890625,26439.40419921875
2023-06-19 00:00:00+00:00,BTC,26851.029296875,26702.71390625
2023-06-20 00:00:00+00:00,BTC,28327.48828125,27941.24634765625
2023-06-21 00:00:00+00:00,BTC,30027.296875,29601.09771484375
2023-06-22 00:00:00+00:00,BTC,29912.28125,30357.4833203125
2023-06-23 00:00:00+00:00,BTC,30695.46875,30464.96779296875
2023-06-24 00:00:00+00:00,BTC,30548.6953125,30399.9266796875
2023-06-25 00:00:00+00:00,BTC,30480.26171875,30373.8696875
2023-06-26 00:00:00+00:00,BTC,30271.130859375,30332.62328125
2023-06-27 00:00:00+00:00,BTC,30688.1640625,30507.0396875
2023-06-28 00:00:00+00:00,BTC,30086.24609375,30238.069453125
2023-06-29 00:00:00+00:00,BTC,30445.3515625,30097.42349609375
2023-06-30 00:00:00+00:00,BTC,30477.251953125,30515.9133984375
2023-07-01 00:00:00+00:00,BTC,30590.078125,30476.14955078125
2023-07-02 00:00:00+00:00,BTC,30620.76953125,30721.83849609375
2023-07-03 00:00:00+00:00,BTC,31156.439453125,30868.26912109375
2023-07-04 00:00:00+00:00,BTC,30777.58203125,30655.19119140625
2023-07-05 00:00:00+00:00,BTC,30514.166015625,30482.06291015625
2023-07-06 00:00:00+00:00,BTC,29909.337890625,30071.74185546875
2023-07-07 00:00:00+00:00,BTC,30342.265625,30186.479296875
2023-07-08 00:00:00+00:00,BTC,30292.541015625,30246.9871484375
2023-07-09 00:00:00+00:00,BTC,30171.234375,30227.93908203125
2023-07-10 00:00:00+00:00,BTC,30414.470703125,30285.1449609375
2023-07-11 00:00:00+00:00,BTC,30620.951171875,30453.30708984375
2023-07-12 00:00:00+00:00,BTC,30391.646484375,30547.05607421875
2023-07-13 00:00:00+00:00,BTC,31476.048828125,30697.79220703125
2023-07-14 00:00:00+00:00,BTC,30334.068359375,30468.91544921875
2023-07-15 00:00:00+00:00,BTC,30295.806640625,30235.40853515625
2023-07-16 00:00:00+00:00,BTC,30249.1328125,30172.0701953125
2023-07-17 00:00:00+00:00,BTC,30145.888671875,30197.97708984375
2023-07-18 00:00:00+00:00,BTC,29856.5625,30014.05908203125
2023-07-19 00:00:00+00:00,BTC,29913.923828125,29970.4853515625
2023-07-20 00:00:00+00:00,BTC,29792.015625,30025.1473046875
2023-07-21 00:00:00+00:00,BTC,29908.744140625,29941.53552734375
2023-07-22 00:00:00+00:00,BTC,29771.802734375,29946.8848828125
2023-07-23 00:00:00+00:00,BTC,30084.5390625,29944.118046875
2023-07-24 00:00:00+00:00,BTC,29176.916015625,29590.04927734375
2023-07-25 00:00:00+00:00,BTC,29227.390625,29218.267421875
2023-07-26 00:00:00+00:00,BTC,29354.97265625,29401.3258203125
2023-07-27 00:00:00+00:00,BTC,29210.689453125,29236.72998046875
2023-07-28 00:00:00+00:00,BTC,29319.24609375,29346.94896484375
2023-07-29 00:00:00+00:00,BTC,29356.91796875,29319.95783203125
2023-07-30 00:00:00+00:00,BTC,29275.30859375,29263.223828125
2023-07-31 00:00:00+00:00,BTC,29230.111328125,28949.91484375
2023-08-01 00:00:00+00:00,BTC,29675.732421875,29556.48052734375
2023-08-02 00:00:00+00:00,BTC,29151.958984375,29473.08470703125
2023-08-03 00:00:00+00:00,BTC,29178.6796875,29091.63810546875
2023-08-04 00:00:00+00:00,BTC,29074.091796875,29150.8159375
2023-08-05 00:00:00+00:00,BTC,29042.126953125,29055.0937109375
2023-08-06 00:00:00+00:00,BTC,29041.85546875,29078.51638671875
2023-08-07 00:00:00+00:00,BTC,29180.578125,29134.00544921875
2023-08-08 00:00:00+00:00,BTC,29765.4921875,29464.292265625
2023-08-09 00:00:00+00:00,BTC,29561.494140625,29737.83109375
2023-08-10 00:00:00+00:00,BTC,29429.591796875,29339.31287109375
2023-08-11 00:00:00+00:00,BTC,29397.71484375,29460.32154296875
2023-08-12 00:00:00+00:00,BTC,29415.96484375,29379.29724609375
2023-08-13 00:00:00+00:00,BTC,29282.9140625,29311.1940625
2023-08-14 00:00:00+00:00,BTC,29408.443359375,29282.817265625
2023-08-15 00:00:00+00:00,BTC,29170.34765625,29270.061328125
2023-08-16 00:00:00+00:00,BTC,28701.779296875,28924.64490234375
2023-08-17 00:00:00+00:00,BTC,26664.55078125,27654.73005859375
2023-08-18 00:00:00+00:00,BTC,26049.556640625,26337.47125
2023-08-19 00:00:00+00:00,BTC,26096.205078125,26111.211015625
2023-08-20 00:00:00+00:00,BTC,26189.583984375,26241.53373046875
2023-08-21 00:00:00+00:00,BTC,26124.140625,26138.54298828125
2023-08-22 00:00:00+00:00,BTC,26031.65625,26463.3079296875
2023-08-23 00:00:00+00:00,BTC,26431.640625,26286.18578125
2023-08-24 00:00:00+00:00,BTC,26162.373046875,26282.38818359375
2023-08-25 00:00:00+00:00,BTC,26047.66796875,26089.8010546875
2023-08-26 00:00:00+00:00,BTC,26008.462890625,26078.417265625
2023-08-27 00:00:00+00:00,BTC,26089.693359375,26144.6850390625
2023-08-28 00:00:00+00:00,BTC,26106.150390625,26203.98861328125
2023-08-29 00:00:00+00:00,BTC,27727.392578125,27191.27767578125
2023-08-30 00:00:00+00:00,BTC,27297.265625,27435.1478125
2023-08-31 00:00:00+00:00,BTC,25931.47265625,26828.23029296875
2023-09-01 00:00:00+00:00,BTC,25800.724609375,25771.4044921875
2023-09-02 00:00:00+00:00,BTC,25868.798828125,25824.46892578125
2023-09-03 00:00:00+00:00,BTC,25969.56640625,25944.844765625
2023-09-04 00:00:00+00:00,BTC,25812.416015625,25826.8101953125
2023-09-05 00:00:00+00:00,BTC,25779.982421875,25752.041171875
2023-09-06 00:00:00+00:00,BTC,25753.236328125,26075.98904296875
2023-09-07 00:00:00+00:00,BTC,26240.1953125,26389.53890625
2023-09-08 00:00:00+00:00,BTC,25905.654296875,26100.1820703125
2023-09-09 00:00:00+00:00,BTC,25895.677734375,25887.73228515625
2023-09-10 00:00:00+00:00,BTC,25832.2265625,25849.89208984375
2023-09-11 00:00:00+00:00,BTC,25162.654296875,25492.65919921875
2023-09-12 00:00:00+00:00,BTC,25833.34375,25849.29861328125
2023-09-13 00:00:00+00:00,BTC,26228.32421875,25897.61376953125
2023-09-14 00:00:00+00:00,BTC,26539.673828125,26412.886015625
2023-09-15 00:00:00+00:00,BTC,26608.693359375,26633.87705078125
2023-09-16 00:00:00+00:00,BTC,26568.28125,26545.02126953125
2023-09-17 00:00:00+00:00,BTC,26534.1875,26527.869453125
2023-09-18 00:00:00+00:00,BTC,26754.28125,26684.58298828125
2023-09-19 00:00:00+00:00,BTC,27211.1171875,27087.9001171875
2023-09-20 00:00:00+00:00,BTC,27132.0078125,26988.00091796875
2023-09-21 00:00:00+00:00,BTC,26567.6328125,26655.65982421875
2023-09-22 00:00:00+00:00,BTC,26579.568359375,26546.021796875
2023-09-23 00:00:00+00:00,BTC,26579.390625,26503.0091796875
2023-09-24 00:00:00+00:00,BTC,26256.826171875,26386.8859765625
2023-09-25 00:00:00+00:00,BTC,26298.48046875,26210.90056640625
2023-09-26 00:00:00+00:00,BTC,26217.25,26318.61375
2023-09-27 00:00:00+00:00,BTC,26352.716796875,26345.581484375
2023-09-28 00:00:00+00:00,BTC,27021.546875,26827.6809375
2023-09-29 00:00:00+00:00,BTC,26911.720703125,27063.483828125
2023-09-30 00:00:00+00:00,BTC,26967.916015625,27056.00544921875
2023-10-01 00:00:00+00:00,BTC,27983.75,27853.456796875
2023-10-02 00:00:00+00:00,BTC,27530.78515625,27521.8796875
2023-10-03 00:00:00+00:00,BTC,27429.978515625,27640.906796875
2023-10-04 00:00:00+00:00,BTC,27799.39453125,27531.14880859375
2023-10-05 00:00:00+00:00,BTC,27415.912109375,27624.302265625
2023-10-06 00:00:00+00:00,BTC,27946.59765625,27651.10599609375
2023-10-07 00:00:00+00:00,BTC,27968.83984375,28012.86732421875
2023-10-08 00:00:00+00:00,BTC,27935.08984375,27879.58455078125
2023-10-09 00:00:00+00:00,BTC,27583.677734375,27742.39423828125
2023-10-10 00:00:00+00:00,BTC,27391.01953125,27401.2928125
2023-10-11 00:00:00+00:00,BTC,26873.3203125,27007.3505859375
2023-10-12 00:00:00+00:00,BTC,26756.798828125,26974.05162109375
2023-10-13 00:00:00+00:00,BTC,26862.375,26964.1285546875
2023-10-14 00:00:00+00:00,BTC,26861.70703125,27042.88599609375
2023-10-15 00:00:00+00:00,BTC,27159.65234375,27162.115078125
2023-10-16 00:00:00+00:00,BTC,28519.466796875,27990.1364453125
2023-10-17 00:00:00+00:00,BTC,28415.748046875,28373.09255859375
2023-10-18 00:00:00+00:00,BTC,28328.341796875,28418.01875
2023-10-19 00:00:00+00:00,BTC,28719.806640625,29139.58474609375
2023-10-20 00:00:00+00:00,BTC,29682.94921875,28771.53748046875
2023-10-21 00:00:00+00:00,BTC,29918.412109375,29726.01423828125
2023-10-22 00:00:00+00:00,BTC,29993.896484375,29991.62927734375
2023-10-23 00:00:00+00:00,BTC,33086.234375,31762.76767578125
2023-10-24 00:00:00+00:00,BTC,33901.52734375,34097.74
2023-10-25 00:00:00+00:00,BTC,34502.8203125,34380.4385546875
2023-10-26 00:00:00+00:00,BTC,34156.6484375,34389.61203125
2023-10-27 00:00:00+00:00,BTC,33909.80078125,34076.5069140625
2023-10-28 00:00:00+00:00,BTC,34089.57421875,34206.8751953125
2023-10-29 00:00:00+00:00,BTC,34538.48046875,34302.8316015625
2023-10-30 00:00:00+00:00,BTC,34502.36328125,34511.65375
2023-10-31 00:00:00+00:00,BTC,34667.78125,34583.8425
2023-11-01 00:00:00+00:00,BTC,35437.25390625,35210.97046875
2023-11-02 00:00:00+00:00,BTC,34938.2421875,35602.11125
2023-11-03 00:00:00+00:00,BTC,34732.32421875,34899.73625
2023-11-04 00:00:00+00:00,BTC,35082.1953125,35056.6809765625
2023-11-05 00:00:00+00:00,BTC,35049.35546875,35077.722734375
2023-11-06 00:00:00+00:00,BTC,35037.37109375,35136.601328125
2023-11-07 00:00:00+00:00,BTC,35443.5625,35270.6444921875
2023-11-08 00:00:00+00:00,BTC,35655.27734375,35853.0735546875
2023-11-09 00:00:00+00:00,BTC,36693.125,36875.216875
2023-11-10 00:00:00+00:00,BTC,37313.96875,37079.1775
2023-11-11 00:00:00+00:00,BTC,37138.05078125,37335.8737890625
2023-11-12 00:00:00+00:00,BTC,37054.51953125,37022.4453125
2023-11-13 00:00:00+00:00,BTC,36502.35546875,36818.144609375
2023-11-14 00:00:00+00:00,BTC,35537.640625,36069.74078125
2023-11-15 00:00:00+00:00,BTC,37880.58203125,37133.611953125
2023-11-16 00:00:00+00:00,BTC,36154.76953125,36876.2251171875
2023-11-17 00:00:00+00:00,BTC,36596.68359375,36747.3234765625
2023-11-18 00:00:00+00:00,BTC,36585.703125,36683.74515625
2023-11-19 00:00:00+00:00,BTC,37386.546875,36948.02359375
2023-11-20 00:00:00+00:00,BTC,37476.95703125,37379.3377734375
2023-11-21 00:00:00+00:00,BTC,35813.8125,36359.2008984375
2023-11-22 00:00:00+00:00,BTC,37432.33984375,37155.6634375
2023-11-23 00:00:00+00:00,BTC,37289.62109375,37035.6709375
2023-11-24 00:00:00+00:00,BTC,37720.28125,37517.1276953125
2023-11-25 00:00:00+00:00,BTC,37796.79296875,37956.14328125
2023-11-26 00:00:00+00:00,BTC,37479.12109375,37615.639609375
2023-11-27 00:00:00+00:00,BTC,37254.16796875,36949.746640625
2023-11-28 00:00:00+00:00,BTC,37831.0859375,37692.1099609375
2023-11-29 00:00:00+00:00,BTC,37858.4921875,37790.3839453125
2023-11-30 00:00:00+00:00,BTC,37712.74609375,37390.3573828125
2023-12-01 00:00:00+00:00,BTC,38688.75,38286.1673828125
2023-12-02 00:00:00+00:00,BTC,39476.33203125,39253.0093359375
2023-12-03 00:00:00+00:00,BTC,39978.390625,40033.2187109375
2023-12-04 00:00:00+00:00,BTC,41980.09765625,41749.5918359375
2023-12-05 00:00:00+00:00,BTC,44080.6484375,43497.3658203125
2023-12-06 00:00:00+00:00,BTC,43746.4453125,43825.1081640625
2023-12-07 00:00:00+00:00,BTC,43292.6640625,43258.525859375
2023-12-08 00:00:00+00:00,BTC,44166.6015625,43676.56578125
2023-12-09 00:00:00+00:00,BTC,43725.984375,44085.439296875
2023-12-10 00:00:00+00:00,BTC,43779.69921875,43486.771796875
2023-12-11 00:00:00+00:00,BTC,41243.83203125,42076.429140625
2023-12-12 00:00:00+00:00,BTC,41450.22265625,41595.199609375
2023-12-13 00:00:00+00:00,BTC,42890.7421875,42392.139921875
2023-12-14 00:00:00+00:00,BTC,43023.97265625,42999.9573828125
2023-12-15 00:00:00+00:00,BTC,41929.7578125,42366.770546875
2023-12-16 00:00:00+00:00,BTC,42240.1171875,42706.0450390625
2023-12-17 00:00:00+00:00,BTC,41364.6640625,42357.352109375
2023-12-18 00:00:00+00:00,BTC,42623.5390625,42462.2044921875
2023-12-19 00:00:00+00:00,BTC,42270.52734375,42305.3955859375
2023-12-20 00:00:00+00:00,BTC,43652.25,43536.59515625
2023-12-21 00:00:00+00:00,BTC,43869.15234375,43490.7200390625
2023-12-22 00:00:00+00:00,BTC,43997.90234375,44341.81609375
2023-12-23 00:00:00+00:00,BTC,43739.54296875,44053.5966796875
2023-12-24 00:00:00+00:00,BTC,43016.1171875,43134.079765625
2023-12-25 00:00:00+00:00,BTC,43613.140625,43022.7675
2023-12-26 00:00:00+00:00,BTC,42520.40234375,42964.7075390625
2023-12-27 00:00:00+00:00,BTC,43442.85546875,43301.1855078125
2023-12-28 00:00:00+00:00,BTC,42627.85546875,43058.528828125
2023-12-29 00:00:00+00:00,BTC,42099.40234375,42235.2343359375
2023-12-30 00:00:00+00:00,BTC,42156.90234375,42205.6644140625
2023-12-31 00:00:00+00:00,BTC,42265.1875,42199.066640625
2024-01-01 00:00:00+00:00,BTC,44167.33203125,43763.23125
2024-01-02 00:00:00+00:00,BTC,44957.96875,44565.913203125
2024-01-03 00:00:00+00:00,BTC,42848.17578125,44137.5713671875
2024-01-04 00:00:00+00:00,BTC,44179.921875,43448.120859375
2024-01-05 00:00:00+00:00,BTC,44162.69140625,44277.8521875
2024-01-06 00:00:00+00:00,BTC,43989.1953125,44018.9765625
2024-01-07 00:00:00+00:00,BTC,43943.09765625,44130.9474609375
2024-01-08 00:00:00+00:00,BTC,46970.50390625,45768.0415234375
2024-01-09 00:00:00+00:00,BTC,46139.73046875,46492.1360546875
2024-01-10 00:00:00+00:00,BTC,46627.77734375,45569.75671875
2024-01-11 00:00:00+00:00,BTC,46368.5859375,45679.67796875
2024-01-12 00:00:00+00:00,BTC,42853.16796875,44210.89734375
2024-01-13 00:00:00+00:00,BTC,42842.3828125,42966.606796875
2024-01-14 00:00:00+00:00,BTC,41796.26953125,42415.081015625
2024-01-15 00:00:00+00:00,BTC,42511.96875,42307.6984375
2024-01-16 00:00:00+00:00,BTC,43154.9453125,43188.900546875
2024-01-17 00:00:00+00:00,BTC,42742.65234375,42938.5265234375
2024-01-18 00:00:00+00:00,BTC,41262.05859375,41711.877109375
2024-01-19 00:00:00+00:00,BTC,41618.40625,41672.5640625
2024-01-20 00:00:00+00:00,BTC,41665.5859375,41465.0323828125
2024-01-21 00:00:00+00:00,BTC,41545.78515625,41404.2257421875
2024-01-22 00:00:00+00:00,BTC,39507.3671875,40498.459765625
2024-01-23 00:00:00+00:00,BTC,39845.55078125,39986.724765625
2024-01-24 00:00:00+00:00,BTC,40077.07421875,40548.8133203125
2024-01-25 00:00:00+00:00,BTC,39933.80859375,40534.0008203125
2024-01-26 00:00:00+00:00,BTC,41816.87109375,41683.5027734375
2024-01-27 00:00:00+00:00,BTC,42120.0546875,42208.269296875
2024-01-28 00:00:00+00:00,BTC,42035.59375,42128.768046875
2024-01-29 00:00:00+00:00,BTC,43288.24609375,43357.81546875
2024-01-30 00:00:00+00:00,BTC,42952.609375,43227.388671875
2024-01-31 00:00:00+00:00,BTC,42582.60546875,42642.536796875
